lang,script,N,logN,H,zH,peak,k_close,d_nn,nn_lang,d_up,target_lang,up_resratio,support_val,fp_val,magnet_ratio,category
tfr_Latn,Latn,17084,4.233,2.8163,-0.485,0.2,23,0.9446,zpj_Latn,1.1899,diq_Latn,0.6091,16,0,0.0,mid
tgk_Cyrl,Cyrl,100000,5.0,2.8104,-0.782,0.2,60,0.5589,sgh_Cyrl,,,,225,4,0.018,head
tgo_Latn,Latn,24717,4.393,2.8264,-0.344,0.2,19,0.9041,diu_Latn,1.1226,llb_Latn,0.9797,5,0,0.0,head
tgp_Latn,Latn,17765,4.25,2.8358,-0.213,0.2,46,0.8765,mrv_Latn,1.0897,rmy_Latn,0.2516,7,0,0.0,mid
tha_Thai,Thai,100000,5.0,2.7058,-1.262,0.2,4,0.5763,nod_Thai,,,,1045,0,0.0,head
thk_Latn,Latn,13482,4.13,2.8475,-0.048,0.2,44,0.8338,mer_Latn,0.9888,hay_Latn,0.975,13,0,0.0,mid
thl_Deva,Deva,6915,3.84,2.8703,0.06,0.2,52,0.4319,mai_Deva,0.4319,mai_Deva,0.1587,6,0,0.0,mid
thv_Latn,Latn,372,2.572,3.7263,12.25,0.2,1402,0.1281,ldn_Latn,0.1839,hoc_Latn,0.9789,1,0,0.0,flat_magnet
tif_Latn,Latn,23726,4.375,2.8826,0.442,0.2,8,0.7902,tlf_Latn,0.7902,tlf_Latn,0.9979,9,0,0.0,head
tig_Ethi,Ethi,3064,3.486,2.8286,2.072,0.2,59,0.0923,tir_Ethi,0.0923,tir_Ethi,0.0306,5,26,4.333,flat_magnet
tih_Latn,Latn,40349,4.606,2.9145,0.889,0.2,45,0.8868,drg_Latn,0.9378,dtp_Latn,0.7681,26,0,0.0,head
tik_Latn,Latn,13464,4.129,2.7866,-0.901,0.2,11,0.9555,mev_Latn,1.1882,lee_Latn,0.7593,12,0,0.0,mid
tim_Latn,Latn,30702,4.487,2.7745,-1.071,0.2,2,0.7956,spl_Latn,0.9579,kpf_Latn,0.8706,7,0,0.0,head
tir_Ethi,Ethi,100000,5.0,2.6595,-0.674,0.2,12,0.0923,tig_Ethi,,,,747,3,0.004,head
tiv_Latn,Latn,100000,5.0,2.8162,-0.486,0.2,30,0.9205,swb_Latn,,,,382,0,0.0,head
tiy_Latn,Latn,17716,4.248,2.836,-0.209,0.2,30,0.9133,goh_Latn,0.9853,sun_Latn,0.1772,7,0,0.0,mid
tke_Latn,Latn,14338,4.157,2.9654,1.601,0.2,161,0.3108,mny_Latn,0.3108,mny_Latn,0.3424,14,0,0.0,mid
tkl_Latn,Latn,505,2.704,3.4666,8.616,0.2,702,0.2372,mrv_Latn,0.3791,arr_Latn,0.8829,0,0,0.0,flat_magnet
tkr_Cyrl,Cyrl,777,2.891,3.1732,4.002,0.2,155,0.3845,abq_Cyrl,0.4624,agx_Cyrl,0.3968,2,0,0.0,isolated_tail
tku_Latn,Latn,17821,4.251,2.803,-0.671,0.2,13,0.2493,too_Latn,1.1645,top_Latn,0.1782,8,0,0.0,mid
tlb_Latn,Latn,13436,4.128,2.8995,0.679,0.2,66,0.5843,gbi_Latn,0.9369,gor_Latn,0.9999,11,0,0.0,mid
tlf_Latn,Latn,23775,4.376,2.855,0.056,0.2,1,0.7902,tif_Latn,1.1159,fai_Latn,0.8241,8,0,0.0,head
tlh_Latn,Latn,42807,4.632,2.7803,-0.989,0.2,25,0.8095,eng_Latn,0.8095,eng_Latn,0.4281,44,1,0.022,head
tlj_Latn,Latn,17791,4.25,2.9187,0.948,0.2,73,0.6725,rub_Latn,0.7704,xog_Latn,0.6622,7,0,0.0,mid
tll_Latn,Latn,100000,5.0,2.8731,0.31,0.2,56,0.5098,soe_Latn,,,,443,0,0.0,head
tly_Latn,Latn,3892,3.59,3.0177,2.333,0.2,221,0.4586,azj_Latn,0.4586,azj_Latn,0.0389,4,182,36.4,flat_magnet
tmc_Latn,Latn,6765,3.83,2.762,-1.245,0.2,42,0.8704,kdr_Latn,1.0924,frr_Latn,0.6267,6,0,0.0,mid
tmd_Latn,Latn,17323,4.239,2.7543,-1.353,0.2,1,0.9656,kpw_Latn,0.9656,kpw_Latn,0.7246,4,0,0.0,mid
tna_Latn,Latn,23936,4.379,2.8067,-0.62,0.2,16,0.8404,cav_Latn,1.1561,arg_Latn,0.9237,8,0,0.0,head
tnc_Latn,Latn,5146,3.712,2.8318,-0.268,0.2,42,0.8512,aqz_Latn,1.0869,tuo_Latn,0.1822,7,0,0.0,mid
tnk_Latn,Latn,17717,4.248,2.8285,-0.314,0.2,23,0.8462,nwi_Latn,1.2737,azj_Latn,0.1772,7,0,0.0,mid
tnn_Latn,Latn,17665,4.247,2.827,-0.336,0.2,22,0.5218,tnp_Latn,1.044,tnk_Latn,0.9971,12,0,0.0,mid
tnp_Latn,Latn,10970,4.04,2.8153,-0.499,0.2,32,0.5218,tnn_Latn,0.5218,tnn_Latn,0.621,10,0,0.0,mid
tnr_Latn,Latn,6516,3.814,2.885,0.476,0.2,58,0.7882,bsc_Latn,0.7882,bsc_Latn,0.5894,5,0,0.0,mid
tob_Latn,Latn,42001,4.623,2.8206,-0.426,0.2,2,0.5766,moc_Latn,1.1848,glg_Latn,0.42,34,0,0.0,head
toc_Latn,Latn,17742,4.249,2.7836,-0.943,0.2,3,0.8717,top_Latn,0.8717,top_Latn,0.1774,21,0,0.0,mid
tod_Latn,Latn,19051,4.28,2.8632,0.171,0.2,40,0.6721,lom_Latn,0.9697,kpe_Latn,0.2432,19,0,0.0,head
tog_Latn,Latn,100000,5.0,2.8862,0.492,0.2,118,0.3527,tum_Latn,,,,195,5,0.026,head
toh_Latn,Latn,89915,4.954,2.8558,0.068,0.2,65,0.6255,cce_Latn,0.6255,cce_Latn,0.8992,93,2,0.021,head
toi_Latn,Latn,100000,5.0,2.9343,1.166,0.2,168,0.4387,ilb_Latn,,,,586,2,0.003,head
toj_Latn,Latn,100000,5.0,2.85,-0.013,0.2,28,0.7326,tzo_Latn,,,,153,3,0.019,head
tok_Latn,Latn,48852,4.689,2.5787,-3.81,0.2,0,0.9979,mgm_Latn,1.1867,jav_Latn,0.4885,47,0,0.0,head
ton_Latn,Latn,100000,5.0,2.7977,-0.745,0.2,9,0.7474,tkl_Latn,,,,1058,0,0.0,head
too_Latn,Latn,17821,4.251,2.8048,-0.646,0.2,9,0.2493,tku_Latn,1.163,top_Latn,0.1782,10,0,0.0,mid
top_Latn,Latn,100000,5.0,2.8626,0.163,0.2,17,0.7052,tos_Latn,,,,226,0,0.0,head
tos_Latn,Latn,17720,4.248,2.7972,-0.753,0.2,4,0.7052,top_Latn,0.7052,top_Latn,0.1772,16,4,0.235,mid
tpa_Latn,Latn,1672,3.223,3.0682,3.04,0.2,169,0.3237,wed_Latn,0.3237,wed_Latn,0.2668,2,0,0.0,mid
tpi_Latn,Latn,100000,5.0,2.7318,-1.668,0.2,4,0.6571,bis_Latn,,,,1532,0,0.0,head
tpm_Latn,Latn,56620,4.753,2.8499,-0.015,0.2,26,0.8609,dag_Latn,0.9722,gur_Latn,0.731,65,1,0.015,head
tpn_Latn,Latn,493,2.694,3.5079,9.193,0.2,708,0.2263,aqz_Latn,0.2402,eme_Latn,0.7643,1,1,0.5,flat_magnet
tpp_Latn,Latn,17827,4.251,2.8197,-0.437,0.2,24,0.8221,tpt_Latn,0.8976,top_Latn,0.1783,19,0,0.0,mid
tpt_Latn,Latn,17825,4.251,2.8282,-0.318,0.2,27,0.8221,tpp_Latn,0.8221,tpp_Latn,0.9999,16,0,0.0,mid
tpw_Latn,Latn,360,2.558,3.7123,12.055,0.2,1309,0.1426,ldn_Latn,0.1834,hoc_Latn,0.9474,0,0,0.0,flat_magnet
tpz_Latn,Latn,24321,4.386,2.7902,-0.85,0.2,4,0.953,mrv_Latn,1.2287,mad_Latn,0.5458,19,0,0.0,head
tqo_Latn,Latn,6765,3.83,2.8195,-0.44,0.2,63,0.79,mrv_Latn,1.0087,lfn_Latn,0.5549,6,0,0.0,mid
trc_Latn,Latn,10997,4.041,2.8259,-0.351,0.2,21,0.9254,zpj_Latn,1.2158,miy_Latn,0.6168,10,0,0.0,mid
trn_Latn,Latn,6686,3.825,2.8805,0.413,0.2,62,0.8177,diu_Latn,0.9542,ign_Latn,0.2372,6,0,0.0,mid
tro_Latn,Latn,11062,4.044,2.8631,0.169,0.2,99,0.8066,mni_Latn,0.8449,smt_Latn,0.6206,14,0,0.0,mid
trp_Latn,Latn,30617,4.486,2.8154,-0.498,0.2,25,0.7598,brx_Latn,1.0952,jav_Latn,0.3062,28,0,0.0,head
trq_Latn,Latn,6754,3.83,2.8134,-0.526,0.2,35,0.8372,trs_Latn,0.8372,trs_Latn,0.9987,4,0,0.0,mid
trs_Latn,Latn,6763,3.83,2.8004,-0.708,0.2,30,0.8372,trq_Latn,1.1865,cos_Latn,0.7177,8,0,0.0,mid
trv_Latn,Latn,5293,3.724,2.9888,1.93,0.2,251,0.4781,tay_Latn,0.7037,bjn_Latn,0.1914,6,4,0.571,mid
tsc_Latn,Latn,100000,5.0,2.9059,0.769,0.2,140,0.4337,tso_Latn,,,,241,3,0.012,head
tsg_Latn,Latn,10993,4.041,2.9039,0.741,0.2,61,0.8154,sml_Latn,0.8154,sml_Latn,0.8182,10,0,0.0,mid
tsn_Latn,Latn,100000,5.0,2.8599,0.125,0.2,62,0.2753,nso_Latn,,,,700,13,0.019,head
tso_Latn,Latn,100000,5.0,2.9205,0.973,0.2,119,0.3335,rng_Latn,,,,725,5,0.007,head
tsw_Latn,Latn,17700,4.248,2.8448,-0.086,0.2,43,0.5008,asg_Latn,0.5008,asg_Latn,0.9989,13,0,0.0,mid
tsz_Latn,Latn,100000,5.0,2.8052,-0.641,0.2,4,0.1837,pua_Latn,,,,102,0,0.0,head
ttc_Latn,Latn,17827,4.251,2.8127,-0.535,0.2,18,0.7035,mam_Latn,0.7035,mam_Latn,0.1783,15,0,0.0,mid
tte_Latn,Latn,30509,4.484,2.8568,0.082,0.2,29,0.7981,sbe_Latn,0.8588,kud_Latn,0.9803,10,0,0.0,head
ttj_Latn,Latn,89198,4.95,2.9346,1.171,0.2,113,0.2316,nyo_Latn,0.2815,nyn_Latn,0.892,82,2,0.024,head
ttq_Latn,Latn,6630,3.822,2.9304,1.112,0.2,97,0.5329,taq_Latn,0.5329,taq_Latn,0.2424,8,5,0.556,mid
ttq_Tfng,Tfng,4277,3.631,2.6491,-1.588,0.2,13,0.7992,taq_Tfng,,,,4,0,0.0,mid
tuc_Latn,Latn,42199,4.625,2.8666,0.219,0.2,8,0.976,kdr_Latn,1.154,swh_Latn,0.422,30,0,0.0,head
tue_Latn,Latn,17632,4.246,2.8174,-0.47,0.2,22,0.8448,cbc_Latn,0.8668,bao_Latn,0.988,24,0,0.0,mid
tuf_Latn,Latn,17688,4.248,2.8326,-0.258,0.2,21,0.9219,goh_Latn,1.1129,arg_Latn,0.6826,12,0,0.0,mid
tui_Latn,Latn,30782,4.488,2.7637,-1.221,0.2,6,0.9661,kas_Latn,0.9791,wol_Latn,0.4415,26,1,0.037,head
tuk_Arab,Arab,4783,3.68,2.8302,-0.21,0.2,42,0.6091,lrc_Arab,0.6381,azb_Arab,0.0478,6,1,0.143,mid
tuk_Cyrl,Cyrl,100000,5.0,2.8722,0.034,0.2,58,0.4927,tat_Cyrl,,,,161,1,0.006,head
tuk_Latn,Latn,100000,5.0,2.8455,-0.077,0.2,44,0.7515,tur_Latn,,,,481,0,0.0,head
tul_Latn,Latn,4299,3.633,2.8818,0.431,0.2,103,0.7333,sby_Latn,0.9354,knc_Latn,0.4595,5,0,0.0,mid
tum_Latn,Latn,100000,5.0,2.9063,0.774,0.2,129,0.3527,tog_Latn,,,,681,1,0.001,head
tuo_Latn,Latn,28238,4.451,2.8528,0.025,0.2,6,0.8747,tue_Latn,1.2171,tar_Latn,0.6043,22,0,0.0,head
tur_Latn,Latn,100000,5.0,2.9654,1.601,0.2,181,0.2839,crh_Latn,,,,2278,8,0.004,head
tuv_Latn,Latn,532,2.727,3.4855,8.88,0.2,912,0.2996,tzl_Latn,0.3754,arr_Latn,0.9301,0,0,0.0,flat_magnet
tvk_Latn,Latn,22714,4.356,2.8634,0.174,0.2,38,0.8957,asm_Latn,0.9083,pma_Latn,0.7292,18,1,0.053,head
tvl_Latn,Latn,100000,5.0,2.8086,-0.593,0.2,13,0.518,fud_Latn,,,,415,0,0.0,head
twb_Latn,Latn,6753,3.83,2.8865,0.497,0.2,87,0.2557,bnj_Latn,0.2557,bnj_Latn,0.5001,8,0,0.0,mid
twi_Latn,Latn,100000,5.0,2.8546,0.051,0.2,53,0.368,fat_Latn,,,,1632,1,0.001,head
twu_Latn,Latn,13437,4.128,2.8872,0.507,0.2,66,0.4268,llg_Latn,0.4268,llg_Latn,0.9443,15,0,0.0,mid
twx_Latn,Latn,26573,4.424,2.9475,1.351,0.2,192,0.2591,ndc_Latn,0.2591,ndc_Latn,0.2657,19,19,0.95,head
txq_Latn,Latn,18350,4.264,2.8941,0.604,0.2,50,0.2995,llg_Latn,1.0392,tet_Latn,0.1835,10,0,0.0,head
txu_Latn,Latn,17214,4.236,2.8067,-0.62,0.2,9,0.9702,zpj_Latn,1.2338,diq_Latn,0.6138,15,0,0.0,mid
tyv_Cyrl,Cyrl,100000,5.0,2.8802,0.139,0.2,59,0.4239,kir_Cyrl,,,,127,2,0.016,head
tzh_Latn,Latn,100000,5.0,2.8201,-0.432,0.2,14,0.4481,tzo_Latn,,,,199,6,0.03,head
tzj_Latn,Latn,56692,4.754,2.8774,0.37,0.2,12,0.5233,cak_Latn,0.5233,cak_Latn,0.5669,19,0,0.0,head
tzl_Latn,Latn,190,2.281,3.8218,13.586,0.2,1427,0.0789,ldn_Latn,0.1216,aqz_Latn,0.7011,0,0,0.0,flat_magnet
tzm_Tfng,Tfng,1590,3.202,2.8357,0.533,0.2,51,0.0505,zgh_Tfng,0.0505,zgh_Tfng,0.5488,1,0,0.0,twin
tzo_Latn,Latn,100000,5.0,2.8491,-0.025,0.2,21,0.4481,tzh_Latn,,,,474,0,0.0,head
ubr_Latn,Latn,27048,4.432,2.8498,-0.016,0.2,29,0.875,aai_Latn,1.0864,sco_Latn,0.3093,10,1,0.091,head
ubu_Latn,Latn,58489,4.767,2.8421,-0.124,0.2,2,0.5589,imo_Latn,1.1952,swh_Latn,0.5849,29,0,0.0,head
udm_Cyrl,Cyrl,100000,5.0,2.8283,-0.545,0.2,57,0.4915,koi_Cyrl,,,,111,6,0.054,head
udu_Latn,Latn,17827,4.251,2.7625,-1.237,0.2,17,0.9536,kdr_Latn,1.125,bjn_Latn,0.6446,12,0,0.0,mid
uig_Arab,Arab,100000,5.0,2.6921,-3.101,0.2,1,0.9705,ota_Arab,,,,149,0,0.0,head
uig_Cyrl,Cyrl,39412,4.596,2.8416,-0.37,0.2,31,0.7117,tat_Cyrl,0.7117,tat_Cyrl,0.3941,36,1,0.027,head
uig_Latn,Latn,59496,4.774,2.897,0.644,0.2,39,0.8328,crh_Latn,0.8332,uzn_Latn,0.595,64,5,0.077,head
ukr_Cyrl,Cyrl,100000,5.0,2.8387,-0.408,0.2,47,0.2059,rue_Cyrl,,,,2037,93,0.046,head
umb_Latn,Latn,100000,5.0,2.893,0.588,0.2,81,0.648,nyk_Latn,,,,556,1,0.002,head
upv_Latn,Latn,17741,4.249,2.8487,-0.031,0.2,42,0.9014,mgm_Latn,1.0811,jav_Latn,0.1774,9,0,0.0,mid
ura_Latn,Latn,17359,4.24,2.8164,-0.484,0.2,20,0.9257,ory_Latn,1.1718,cni_Latn,0.5311,7,0,0.0,mid
urb_Latn,Latn,17434,4.241,2.7947,-0.788,0.2,12,0.9069,tpw_Latn,1.1368,gug_Latn,0.1743,10,0,0.0,mid
urd_Arab,Arab,100000,5.0,2.829,-0.233,0.2,23,0.1966,pnb_Arab,,,,628,16,0.025,twin
urd_Latn,Latn,38376,4.584,2.8531,0.029,0.2,36,0.751,pan_Latn,1.0469,lvs_Latn,0.3838,38,0,0.0,head
urh_Latn,Latn,100000,5.0,2.8153,-0.5,0.2,11,0.3661,oke_Latn,,,,149,1,0.007,head
uri_Latn,Latn,4227,3.626,2.8362,-0.207,0.2,72,0.8064,thv_Latn,1.0195,xbi_Latn,0.4823,5,1,0.167,mid
urk_Thai,Thai,13466,4.129,2.7286,0.556,0.2,0,1.0081,lcp_Thai,1.0353,kxm_Thai,0.9981,8,0,0.0,mid
urt_Latn,Latn,17543,4.244,2.8337,-0.241,0.2,29,0.93,whg_Latn,1.1879,jav_Latn,0.1754,9,0,0.0,mid
urw_Latn,Latn,1006,3.003,3.0901,3.347,0.2,169,0.5555,ldn_Latn,0.7751,avk_Latn,0.3292,2,0,0.0,mid
ury_Latn,Latn,6598,3.819,2.8862,0.493,0.2,70,0.8272,kdr_Latn,1.0071,zea_Latn,0.7758,6,0,0.0,mid
usa_Latn,Latn,24754,4.394,2.8035,-0.665,0.2,3,0.9488,kze_Latn,1.1395,tar_Latn,0.5297,9,0,0.0,head
usp_Latn,Latn,17825,4.251,2.8067,-0.619,0.2,19,0.69,quc_Latn,0.69,quc_Latn,0.1782,7,0,0.0,mid
uth_Latn,Latn,4272,3.631,2.8402,-0.15,0.2,60,0.8067,zpj_Latn,0.9976,oto_Latn,0.916,4,0,0.0,mid
uvh_Latn,Latn,17225,4.236,2.7987,-0.731,0.2,2,0.9881,max_Latn,1.1085,mak_Latn,0.6613,8,0,0.0,mid
uvl_Latn,Latn,24441,4.388,2.809,-0.587,0.2,15,0.9199,mrv_Latn,1.0355,mee_Latn,0.997,8,0,0.0,head
uzn_Cyrl,Cyrl,37596,4.575,2.8257,-0.58,0.2,48,0.5819,tgk_Cyrl,0.5819,tgk_Cyrl,0.376,41,0,0.0,head
uzn_Latn,Latn,100000,5.0,2.9258,1.047,0.2,105,0.7553,ben_Latn,,,,1426,3,0.002,head
uzs_Arab,Arab,100000,5.0,2.8095,-0.643,0.2,16,0.3726,azb_Arab,,,,140,2,0.014,head
vag_Latn,Latn,17828,4.251,2.8389,-0.169,0.2,53,0.7996,mzw_Latn,0.911,tpm_Latn,0.3149,18,0,0.0,mid
vap_Latn,Latn,30667,4.487,2.8867,0.501,0.2,67,0.38,gnb_Latn,0.4309,pck_Latn,0.8179,39,1,0.025,head
var_Latn,Latn,11058,4.044,2.8149,-0.504,0.2,29,0.9091,tpn_Latn,1.0481,tar_Latn,0.2366,11,0,0.0,mid
vec_Latn,Latn,100000,5.0,3.0016,2.108,0.2,257,0.2342,lmo_Latn,,,,115,33,0.284,twin
ven_Latn,Latn,100000,5.0,2.8236,-0.383,0.2,40,0.8264,swb_Latn,,,,668,0,0.0,head
vep_Latn,Latn,9947,3.998,3.0237,2.418,0.2,297,0.4554,olo_Latn,0.5613,vro_Latn,0.1945,10,48,4.364,flat_magnet
vid_Latn,Latn,17829,4.251,2.9304,1.111,0.2,145,0.4417,cwe_Latn,0.6933,swh_Latn,0.1783,9,0,0.0,mid
vie_Latn,Latn,100000,5.0,2.774,-1.077,0.2,3,0.8138,blt_Latn,,,,1747,2,0.001,head
viv_Latn,Latn,23382,4.369,2.8494,-0.021,0.2,13,0.538,bwd_Latn,0.9547,kud_Latn,0.7513,11,0,0.0,head
vls_Latn,Latn,25500,4.407,2.9629,1.567,0.2,264,0.1868,zea_Latn,0.2588,lim_Latn,0.255,23,56,2.333,flat_magnet
vmk_Latn,Latn,1646,3.217,3.2304,5.31,0.2,401,0.305,vmw_Latn,0.305,vmw_Latn,0.0165,2,0,0.0,flat_magnet
vmw_Latn,Latn,100000,5.0,2.9319,1.132,0.2,92,0.2828,ngl_Latn,,,,231,0,0.0,head
vmy_Latn,Latn,17829,4.251,2.8174,-0.47,0.2,29,0.8728,maj_Latn,1.0076,mau_Latn,0.1783,19,0,0.0,mid
vol_Latn,Latn,88791,4.948,2.7857,-0.914,0.2,16,0.8981,pfl_Latn,0.9204,gsw_Latn,0.9495,87,47,0.534,head
vot_Latn,Latn,119,2.079,3.8256,13.639,0.2,1395,0.084,ldn_Latn,0.0913,bor_Latn,0.7628,1,0,0.0,flat_magnet
vro_Latn,Latn,51151,4.709,2.9526,1.422,0.2,208,0.3573,ekk_Latn,0.3573,ekk_Latn,0.5115,43,38,0.864,head
vun_Latn,Latn,17824,4.251,2.854,0.042,0.2,56,0.3268,old_Latn,0.9234,kki_Latn,0.9998,11,0,0.0,mid
vut_Latn,Latn,17776,4.25,2.8182,-0.458,0.2,17,0.9499,zpj_Latn,1.0972,mcp_Latn,0.8064,9,0,0.0,mid
waj_Latn,Latn,24407,4.388,2.7734,-1.086,0.2,0,1.0171,tzl_Latn,1.236,tbg_Latn,0.5443,7,0,0.0,head
wal_Ethi,Ethi,6595,3.819,2.7531,0.846,0.2,26,0.3833,ktb_Ethi,0.3833,ktb_Ethi,0.4982,4,1,0.2,mid
wal_Latn,Latn,100000,5.0,2.9065,0.777,0.2,62,0.3349,gof_Latn,,,,272,2,0.007,head
wap_Latn,Latn,30027,4.478,2.8297,-0.298,0.2,22,0.9515,vot_Latn,1.1953,swh_Latn,0.3003,18,0,0.0,head
war_Latn,Latn,100000,5.0,3.0082,2.2,0.2,232,0.5723,ceb_Latn,,,,553,34,0.061,head
wat_Latn,Latn,6617,3.821,2.8908,0.557,0.2,85,0.7705,bmk_Latn,0.892,pwg_Latn,0.2704,7,0,0.0,mid
way_Latn,Latn,13526,4.131,2.7804,-0.988,0.2,28,0.9481,thv_Latn,1.1444,mfy_Latn,0.6793,8,0,0.0,mid
wba_Latn,Latn,7083,3.85,2.8931,0.59,0.2,79,0.7737,mrv_Latn,0.9802,bug_Latn,0.4798,8,0,0.0,mid
wbm_Latn,Latn,64634,4.81,2.7755,-1.056,0.2,0,1.0391,kas_Latn,1.1779,cfm_Latn,0.8005,56,0,0.0,head
wbp_Latn,Latn,20841,4.319,2.7723,-1.101,0.2,1,0.7796,wmt_Latn,1.3047,mak_Latn,0.8001,14,0,0.0,head
wed_Latn,Latn,6267,3.797,2.9673,1.628,0.2,141,0.3237,tpa_Latn,0.7172,pwg_Latn,0.2561,4,0,0.0,mid
wer_Latn,Latn,24394,4.387,2.7872,-0.892,0.2,0,0.9985,tzl_Latn,1.2081,hrx_Latn,0.6411,8,0,0.0,head
wes_Latn,Latn,65898,4.819,2.8713,0.285,0.2,100,0.2583,pcm_Latn,0.378,eng_Latn,0.659,69,64,0.914,head
wew_Latn,Latn,727,2.862,3.4273,8.065,0.2,826,0.3255,ldn_Latn,0.492,mlu_Latn,0.892,1,1,0.5,flat_magnet
whg_Latn,Latn,782,2.894,3.3638,7.177,0.2,613,0.3579,eto_Latn,0.5308,prg_Latn,0.8777,0,0,0.0,flat_magnet
whk_Latn,Latn,11051,4.043,2.8565,0.077,0.2,58,0.8523,mgm_Latn,0.9589,mad_Latn,0.248,11,0,0.0,mid
wib_Latn,Latn,9431,3.975,2.8032,-0.669,0.2,24,0.9272,mev_Latn,1.0772,soy_Latn,0.5298,13,0,0.0,mid
wim_Latn,Latn,17245,4.237,2.7764,-1.043,0.2,1,0.9957,goh_Latn,1.2261,bjn_Latn,0.6236,12,0,0.0,mid
wiu_Latn,Latn,29858,4.475,2.821,-0.42,0.2,7,0.9472,mrv_Latn,1.1374,swh_Latn,0.2986,6,0,0.0,head
wln_Latn,Latn,25529,4.407,2.9749,1.735,0.2,235,0.4497,pcd_Latn,0.5317,fra_Latn,0.2553,22,3,0.13,head
wls_Latn,Latn,100000,5.0,2.7532,-1.368,0.2,10,0.5005,fud_Latn,,,,716,1,0.001,head
wlv_Latn,Latn,1486,3.172,3.1636,4.375,0.2,183,0.5048,tzl_Latn,0.5492,mzh_Latn,0.0494,0,17,17.0,flat_magnet
wlx_Latn,Latn,19671,4.294,2.868,0.239,0.2,60,0.869,asm_Latn,1.0255,fil_Latn,0.1967,17,0,0.0,head
wmt_Latn,Latn,1953,3.291,2.9096,0.82,0.2,68,0.7719,mph_Latn,0.7796,wbp_Latn,0.0937,1,0,0.0,mid
wmw_Latn,Latn,17797,4.25,2.9986,2.066,0.2,207,0.5396,swh_Latn,0.5396,swh_Latn,0.178,13,1,0.071,mid
wnc_Latn,Latn,28251,4.451,2.8237,-0.381,0.2,2,0.9935,max_Latn,1.1392,pam_Latn,0.8268,12,0,0.0,head
wnu_Latn,Latn,23875,4.378,2.8056,-0.634,0.2,15,0.9554,goh_Latn,1.1733,bar_Latn,0.2387,7,0,0.0,head
wob_Latn,Latn,17751,4.249,2.7482,-1.438,0.2,4,0.866,ted_Latn,1.1146,moa_Latn,0.9972,6,0,0.0,mid
wol_Latn,Latn,69728,4.843,2.9423,1.279,0.2,188,0.6853,srr_Latn,0.8526,som_Latn,0.6973,74,0,0.0,head
wos_Latn,Latn,19970,4.3,2.7691,-1.146,0.2,2,0.9878,zpj_Latn,0.9934,abt_Latn,0.4265,9,0,0.0,head
wrk_Latn,Latn,10995,4.041,2.7802,-0.99,0.2,3,0.9683,sby_Latn,1.027,gvn_Latn,0.9806,5,0,0.0,mid
wrs_Latn,Latn,25819,4.412,2.801,-0.699,0.2,13,0.9504,diu_Latn,1.1118,jav_Latn,0.2582,8,0,0.0,head
wsg_Telu,Telu,4001,3.602,2.7472,0.674,0.2,24,0.4498,tel_Telu,0.4498,tel_Telu,0.04,3,0,0.0,mid
wsk_Latn,Latn,29455,4.469,2.8569,0.083,0.2,39,0.906,mgm_Latn,0.9686,jav_Latn,0.2945,19,0,0.0,head
wuu_Hani,Hani,74364,4.871,2.631,0.69,0.2,7,0.0286,cmn_Hani,0.0286,cmn_Hani,0.7436,73,178,2.405,twin
wuv_Latn,Latn,24539,4.39,2.8198,-0.437,0.2,41,0.8972,mgm_Latn,1.1317,mwl_Latn,0.8319,6,0,0.0,head
wwa_Latn,Latn,13509,4.131,2.8018,-0.689,0.2,31,0.9296,kdr_Latn,0.9587,hag_Latn,0.9513,11,0,0.0,mid
xal_Cyrl,Cyrl,11611,4.065,2.7774,-1.217,0.2,36,0.7645,tat_Cyrl,0.7645,tat_Cyrl,0.1161,9,0,0.0,mid
xav_Latn,Latn,30476,4.484,2.8278,-0.324,0.2,3,0.978,tpw_Latn,1.0052,por_Latn,0.3048,30,0,0.0,head
xbi_Latn,Latn,8764,3.943,2.8064,-0.624,0.2,38,0.891,mgm_Latn,1.0992,lad_Latn,0.8703,4,0,0.0,mid
xbr_Latn,Latn,6415,3.807,2.8558,0.068,0.2,73,0.7702,wew_Latn,0.9304,bhp_Latn,0.7984,9,0,0.0,mid
xed_Latn,Latn,17807,4.251,2.8125,-0.539,0.2,35,0.8928,swb_Latn,1.0229,hau_Latn,0.1781,11,0,0.0,mid
xho_Latn,Latn,100000,5.0,2.9556,1.465,0.2,193,0.1234,zul_Latn,,,,841,35,0.042,twin
xla_Latn,Latn,27219,4.435,2.8103,-0.568,0.2,1,0.9851,thv_Latn,1.1475,knv_Latn,0.4968,8,0,0.0,head
xmf_Geor,Geor,100000,5.0,2.6593,0.0,0.2,1,0.1232,kat_Geor,,,,107,5,0.046,twin
xmm_Latn,Latn,6762,3.83,2.8799,0.404,0.2,89,0.5215,abs_Latn,0.6285,mkn_Latn,0.3683,7,0,0.0,mid
xmv_Latn,Latn,56898,4.755,2.8363,-0.206,0.2,46,0.3519,skg_Latn,0.5683,plt_Latn,0.569,53,2,0.037,head
xnn_Latn,Latn,10778,4.033,2.9128,0.865,0.2,74,0.3772,kne_Latn,0.3772,kne_Latn,0.6152,10,0,0.0,mid
xog_Latn,Latn,26865,4.429,2.9688,1.65,0.2,150,0.3435,lug_Latn,0.3435,lug_Latn,0.2686,26,4,0.148,head
